id,system,sector,region,grid,grid_col,grid_row
sw-03420,Malicar,Mieru'kar,Outer Rim Territories,N-4,N,4
sw-03421,Malkii,Mortex,Outer Rim Territories,S-5,S,5
sw-03422,Mall'ordian,Corporate Sector,Outer Rim Territories,R-3,R,3
sw-03423,Malloran,Garis,Outer Rim Territories,N-18,N,18
sw-03424,Malo,Sluis,Outer Rim Territories,M-19,M,19
sw-03425,Malpassia,,Core Worlds,L-10,L,10
sw-03426,Malpaz,Wazta,Outer Rim Territories,I-17,I,17
sw-03427,Malrev,Thrasybule,Outer Rim Territories,P-6,P,6
sw-03428,Malsuum,,Inner Rim,L-14,L,14
sw-03429,Maltha Obex,Mieru'kar,Outer Rim Territories,O-3,O,3
sw-03430,Malthor,Tandon,Mid Rim,Q-14,Q,14
sw-03431,Maltorian,Lifh,Mid Rim,R-8,R,8
sw-03432,Maltorra,,Core Worlds,M-12,M,12
sw-03433,Malus,Gaulus,Outer Rim Territories,S-17,S,17
sw-03434,Mamendin,Farrfin,Core Worlds,K-9,K,9
sw-03435,Mamkoda,Cassander,Outer Rim Territories,L-5,L,5
sw-03436,Manaan,,Inner Rim,O-11,O,11
sw-03437,Manakron,Tashtor,Mid Rim,I-16,I,16
sw-03438,Manali,Imberlin,Expansion Region,P-14,P,14
sw-03439,Manari,Brevost,Expansion Region,O-15,O,15
sw-03440,Manaxia,,Core Worlds,M-10,M,10
sw-03441,Manda,Manda,Mid Rim,R-15,R,15
sw-03442,Mandalore,Mandalore,Outer Rim Territories,O-7,O,7
sw-03443,Mandell,Bothan,Mid Rim,R-14,R,14
sw-03444,Mandellia,Nuiri,Outer Rim Territories,Q-7,Q,7
sw-03445,Mandrine,Kessel,Outer Rim Territories,T-10,T,10
sw-03446,Manella,,Core Worlds,M-9,M,9
sw-03447,Manforgon,Senex,Mid Rim,L-17,L,17
sw-03448,Mangan,,Colonies,J-9,J,9
sw-03449,Mangez,Brak,Expansion Region,O-14,O,14
sw-03450,Mannius,,Wild Space,I-14,I,14
sw-03451,Mannova,Gordian Reach,Outer Rim Territories,Q-5,Q,5
sw-03452,Manoe,Manoe,Mid Rim,K-7,K,7
sw-03453,Manpha,Seitia,Outer Rim Territories,K-20,K,20
sw-03454,Manress,,Inner Rim,N-9,N,9
sw-03455,Mantan,Calamari,Outer Rim Territories,U-6,U,6
sw-03456,Mantarran,,Inner Rim,L-14,L,14
sw-03457,Mantessa,Orus,Inner Rim,M-8,M,8
sw-03458,Mantilorr,Suolriep,Outer Rim Territories,S-10,S,10
sw-03459,Mantooine,Atrivis,Outer Rim Territories,L-5,L,5
sw-03460,Manwess,Kilbanis,Colonies,N-9,N,9
sw-03461,Maphus Tria,Cadma,Outer Rim Territories,T-8,T,8
sw-03462,Mapuzo,Hollan,Mid Rim,M-7,M,7
sw-03463,"Marais, The",Hatawa,Core Worlds,J-10,J,10
sw-03464,Maraken,Oktos,Mid Rim,R-12,R,12
sw-03465,Maramere,Karthakk,Outer Rim Territories,Q-17,Q,17
sw-03466,Marasai,Marasa Nebula,Inner Rim,O-10,O,10
sw-03467,Marasaln,Outer Jalor,Mid Rim,I-7,I,7
sw-03468,Marca,Meerian,Outer Rim Territories,N-6,N,6
sw-03469,Marcadia,,Inner Rim,N-14,N,14
sw-03470,Marcelan Prime,,Wild Space,J-5,J,5
sw-03471,Marcol Void,Kathol (Outback),Outer Rim Territories,M-21,M,21
sw-03472,Mardona,,Inner Rim,N-13,N,13
sw-03473,Mareg,,Wild Space,I-20,I,20
sw-03474,Marfa,,Core Worlds,M-10,M,10
sw-03475,Maridun,Rolion,Outer Rim Territories,Q-6,Q,6
sw-03476,Markbee's Star,Atrivis,Outer Rim Territories,L-5,L,5
sw-03477,Markon,,Core Worlds,L-9,L,9
sw-03478,Marleyvane,Tharin,Outer Rim Territories,T-8,T,8
sw-03479,Marmoth,Albarrio,Outer Rim Territories,K-4,K,4
sw-03480,Marngar,,Core Worlds,M-10,M,10
sw-03481,Maro Della,Mektrun,Mid Rim,L-17,L,17
sw-03482,Marotan,,Inner Rim,O-9,O,9
sw-03483,Marquarra,Prefsbelt,Outer Rim Territories,J-5,J,5
sw-03484,Marquinn,,Inner Rim,K-8,K,8
sw-03485,Marranis,Esstran,Outer Rim Territories,P-5,P,5
sw-03486,Marrovia,Gordian Reach,Outer Rim Territories,P-5,P,5
sw-03487,Martaus,,Inner Rim,N-8,N,8
sw-03488,Martle Station,Indrexu,Outer Rim Territories,S-5,S,5
sw-03489,Maryo,Corporate Sector,Outer Rim Territories,S-4,S,4
sw-03490,Maryx Minor,Sujimis,Outer Rim Territories,O-19,O,19
sw-03491,Marzoon,Marzoon,Mid Rim,I-16,I,16
sw-03492,Masgen,Churnis,Mid Rim,I-7,I,7
sw-03493,Masposhani,Taldot,Mid Rim,Q-9,Q,9
sw-03494,Massiff Nebula,,Core Worlds,K-9,K,9
sw-03495,Massoss,,Unknown Regions,G-8,G,8
sw-03496,Masterra,Hertae,Mid Rim,Q-14,Q,14
sw-03497,Matabre,Eucer,Mid Rim,Q-7,Q,7
sw-03498,Matacorn,Lambda,Mid Rim,P-15,P,15
sw-03499,Mataou,Javin (Anoat),Outer Rim Territories,K-18,K,18
sw-03500,Matarri,,Inner Rim,N-8,N,8
sw-03501,Mathas,,Inner Rim,J-14,J,14
sw-03502,Matra,Corporate Sector,Outer Rim Territories,S-4,S,4
sw-03503,Matterhelm,,Inner Rim,N-9,N,9
sw-03504,Mattri,,Inner Rim,O-10,O,10
sw-03505,Mauk,Metatessu,Mid Rim,R-9,R,9
sw-03506,Maun Digitalis,,Colonies,L-8,L,8
sw-03507,Mauphin,,Core Worlds,K-12,K,12
sw-03508,Mavinia,,Inner Rim,N-13,N,13
sw-03509,Mavva,Aparo,Outer Rim Territories,R-3,R,3
sw-03510,Maw Cluster,Kessel,Outer Rim Territories,T-10,T,10
sw-03511,Mawan,,Core Worlds,M-11,M,11
sw-03512,Maxca,Brak,Expansion Region,O-14,O,14
sw-03513,Maxet,Tragan Cluster,Outer Rim Territories,N-5,N,5
sw-03514,Maxilia,Vulcusion,Expansion Region,L-16,L,16
sw-03515,Maya Kovel,Zuma (Moddell),Outer Rim Territories,H-16,H,16
sw-03516,Mayagil,Mayagil,Outer Rim Territories,M-18,M,18
sw-03517,Mayvitch,Immalia,Expansion Region,L-8,L,8
sw-03518,Mazhar,Spadja,Outer Rim Territories,R-6,R,6
sw-03519,Mazuma,Nuiri,Outer Rim Territories,Q-6,Q,6
sw-03520,Mearalis,Bri'ahl,Outer Rim Territories,I-17,I,17
sw-03521,Meastrinnar,,Inner Rim,K-8,K,8
sw-03522,Mechis,,Inner Rim,L-14,L,14
sw-03523,Medepiest,Lambda,Mid Rim,P-15,P,15
sw-03524,Media,Corporate Sector,Outer Rim Territories,S-4,S,4
sw-03525,Medoslea,,Inner Rim,O-8,O,8
sw-03526,Medth,Ado,Mid Rim,M-17,M,17
sw-03527,Meedis Minor,Tandon,Mid Rim,Q-13,Q,13
sw-03528,Mefti,,Colonies,L-8,L,8
sw-03529,Megalox Beta,Bes Ber Bikade,Expansion Region,L-15,L,15
sw-03530,Megaria,,Inner Rim,M-8,M,8
sw-03531,Meglumine,,Inner Rim,J-8,J,8
sw-03532,Mek va Uil,Surron,Expansion Region,O-13,O,13
sw-03533,Mek'tradi,Baroli,Expansion Region,N-14,N,14
sw-03534,Mek-Sha,Belderone,Outer Rim Territories,R-6,R,6
sw-03535,Mektrun Cluster,Mektrun,Mid Rim,L-17,L,17
sw-03536,Melagawni,Likasha,Mid Rim,Q-15,Q,15
sw-03537,Melahna,,Core Worlds,K-9,K,9
sw-03538,Melasaton,Jjannex,Outer Rim Territories,L-18,L,18
sw-03539,Melchior,Zeemacht Cluster,Inner Rim,N-8,N,8
sw-03540,Meldazar,Immalia,Expansion Region,K-8,K,8
sw-03541,Melida/Daan,Cadavine,Outer Rim Territories,P-17,P,17
sw-03542,Meligin,Ehosiq,Expansion Region,L-8,L,8
sw-03543,Melinz,,Core Worlds,L-9,L,9
sw-03544,Melldia,Esstran,Outer Rim Territories,Q-4,Q,4
sw-03545,Melm,Wyl,Outer Rim Territories,S-4,S,4
sw-03546,Melnea's World,Arkanis,Outer Rim Territories,R-16,R,16
sw-03547,Melus,Nicandra,Mid Rim,L-7,L,7
sw-03548,Mendacia,Fei Hu,Mid Rim,P-13,P,13
sw-03549,Mendavi,Ferra,Outer Rim Territories,S-16,S,16
sw-03550,Mendenbatt,Mortex,Outer Rim Territories,R-5,R,5
sw-03551,Mendicat,,Wild Space,I-8,I,8
sw-03552,Mengjini,Bright Jewel,Mid Rim,L-7,L,7
sw-03553,Mennar-Daye,Thesme,Outer Rim Territories,O-6,O,6
sw-03554,Mentanar Vosk,Nijune,Outer Rim Territories,O-4,O,4
sw-03555,Menthusa,,Colonies,M-9,M,9
sw-03556,Meor Ain,Jubilar,Outer Rim Territories,T-7,T,7
sw-03557,Mepha'as Prime,Belsmuth,Outer Rim Territories,O-6,O,6
sw-03558,Mephitis,,Colonies,J-13,J,13
sw-03559,Mephout,Mephout Dominion*,Wild Space,H-20,H,20
sw-03560,Merakai,,Core Worlds,K-9,K,9
sw-03561,Meria,,Mid Rim,H-15,H,15
sw-03562,Meridian,Meridian,Outer Rim Territories,R-7,R,7
sw-03563,Merikon,Fath,Outer Rim Territories,K-6,K,6
sw-03564,Merisee,Elrood,Outer Rim Territories,M-19,M,19
sw-03565,Merj,Thesme,Outer Rim Territories,O-6,O,6
sw-03566,Merokia,Koradin,Outer Rim Territories,J-18,J,18
sw-03567,Merren,Chaykin,Expansion Region,O-14,O,14
sw-03568,Merson,,Inner Rim,O-10,O,10
sw-03569,Merthia,Merthian,Expansion Region,N-13,N,13
sw-03570,Meruud,Narrant,Mid Rim,I-16,I,16
sw-03571,Mes Cavoli,Venaarian,Mid Rim,O-7,O,7
sw-03572,Meserian,Nijune,Outer Rim Territories,O-4,O,4
sw-03573,Meshakia,Likasha,Mid Rim,Q-14,Q,14
sw-03574,Messert,Mytaranor,Mid Rim,Q-10,Q,10
sw-03575,Messia,,Core Worlds,M-11,M,11
sw-03576,Mestare,,Deep Core,L-12,L,12
sw-03577,Mestra,Minos Cluster,Outer Rim Territories,M-20,M,20
sw-03578,Mestun,Thrasybule,Outer Rim Territories,P-6,P,6
sw-03579,Mesula,Eidoloni,Mid Rim,M-16,M,16
sw-03580,Metalorn,Talcene,Mid Rim,R-8,R,8
sw-03581,Metellos,Corusca,Core Worlds,K-10,K,10
sw-03582,Metharg,Hook Nebula,Outer Rim Territories,O-17,O,17
sw-03583,Metharian Nebula,Tantra,Outer Rim Territories,M-19,M,19
sw-03584,Metlok,Nouane,Inner Rim,N-8,N,8
sw-03585,Mev,Javin (Anoat),Outer Rim Territories,K-18,K,18
sw-03586,Mexeluine,Javin (Anoat),Outer Rim Territories,K-18,K,18
sw-03587,Mezeg,Mezeg,Mid Rim,N-7,N,7
sw-03588,Mhalanduin,Oktos,Mid Rim,R-12,R,12
sw-03589,Mhatma,,Mid Rim,I-16,I,16
sw-03590,Mhettghar,Atravis,Outer Rim Territories,L-19,L,19
sw-03591,Midani,Thuris,Outer Rim Territories,P-18,P,18
sw-03592,Midarr,Mulgard,Mid Rim,N-16,N,16
sw-03593,Midgor,Croynar,Inner Rim,M-14,M,14
sw-03594,Miele Nova,,Core Worlds,L-9,L,9
sw-03595,Miglar,Morshdine,Outer Rim Territories,O-4,O,4
sw-03596,Mijos,Javin (Anoat),Outer Rim Territories,K-18,K,18
sw-03597,Mika,Arkanis,Outer Rim Territories,R-17,R,17
sw-03598,Mikaster,Mikaster,Expansion Region,N-15,N,15
sw-03599,Mikkia,Greater Plooriod,Expansion Region,M-7,M,7
sw-03600,Miko,Esaga,Mid Rim,Q-11,Q,11
sw-03601,Mil Velay,,Inner Rim,M-8,M,8
sw-03602,Mila,Brak,Expansion Region,O-14,O,14
sw-03603,Milagro,Chaykin,Expansion Region,O-14,O,14
sw-03604,Milarian,Trans-Nebular,Mid Rim,R-16,R,16
sw-03605,Mileva,Maldrood,Mid Rim,R-7,R,7
sw-03606,Millinar,Hapes Cluster,Inner Rim,O-9,O,9
sw-03607,Milvayne,,Inner Rim,L-8,L,8
sw-03608,Mima,D'Aelgoth,Mid Rim,L-17,L,17
sw-03609,Minashee,Cassander (Tadrin),Outer Rim Territories,K-5,K,5
sw-03610,Minavar,Bheriz,Outer Rim Territories,U-10,U,10
sw-03611,Mindabaal,Faultheen,Inner Rim,J-13,J,13
sw-03612,Mindemir,,Colonies,N-10,N,10
sw-03613,Mindor,,Inner Rim,M-8,M,8
sw-03614,Minfar,,Inner Rim,I-13,I,13
sw-03615,Minkring,Shelsha,Colonies,M-9,M,9
sw-03616,Minntaa,Nilgaard,Outer Rim Territories,S-5,S,5
sw-03617,Minntooine,Calamari,Outer Rim Territories,T-6,T,6
sw-03618,Minoth,Masla,Mid Rim,J-17,J,17
sw-03619,Mirak Major,,Inner Rim,M-14,M,14
sw-03620,Mircapala,,Wild Space,S-3,S,3
sw-03621,Mirial,Illisurevimurasi,Outer Rim Territories,Q-4,Q,4
sw-03622,Miriatin,Var Hagen,Mid Rim,M-16,M,16
sw-03623,Mirit,,Colonies,K-9,K,9
sw-03624,Mirnic,Seswenna,Outer Rim Territories,M-18,M,18
sw-03625,Miro,Fath,Outer Rim Territories,K-6,K,6
sw-03626,Mirran,Morobe,Colonies,N-11,N,11
sw-03627,Mirrin Prime,Kalamith (Mirrin),Outer Rim Territories,P-5,P,5
sw-03628,Mirshaf,,Core Worlds,L-9,L,9
sw-03629,Mirshilan,Dalchon,Outer Rim Territories,R-17,R,17
sw-03630,Mis-Tenek,Manda,Mid Rim,S-15,S,15
sw-03631,Misnor,Meram,Outer Rim Territories,O-4,O,4
sw-03632,Mistar,Tragan Cluster,Outer Rim Territories,N-5,N,5
sw-03633,Mitek-Por,,Inner Rim,M-8,M,8
sw-03634,Mittoblade,,Inner Rim,K-8,K,8
sw-03635,Miv'rah,Gaulus,Outer Rim Territories,R-17,R,17
sw-03636,Mizra,,Inner Rim,O-8,O,8
sw-03637,Miztoc,Irnaj,Mid Rim,K-17,K,17
sw-03638,Mobetta,Airam,Outer Rim Territories,M-20,M,20
sw-03639,Modus,Hapes Cluster,Inner Rim,O-9,O,9
sw-03640,Moer,Hewett,Mid Rim,M-7,M,7
sw-03641,Mogoshyn,Gordian Reach,Outer Rim Territories,P-5,P,5
sw-03642,Mohsenia,Meridian,Outer Rim Territories,R-6,R,6
sw-03643,Mokivj,Pacanth Reach,Outer Rim Territories,G-16,G,16
sw-03644,Mokk,,Inner Rim,N-10,N,10
sw-03645,Mol'leaj,Thaere,Expansion Region,O-14,O,14
sw-03646,Molavar,Abrion,Outer Rim Territories,S-15,S,15
sw-03647,Moldour,Lothal,Outer Rim Territories,U-7,U,7
sw-03648,Mollo Tanka,Corellian,Core Worlds,M-11,M,11
sw-03649,Molos,Stensen,Outer Rim Territories,I-17,I,17
sw-03650,Moloskia,Mbandamonte,Expansion Region,N-15,N,15
sw-03651,Moltok,Atrivis,Outer Rim Territories,L-5,L,5
sw-03652,Momansi,Brevost,Expansion Region,O-15,O,15
sw-03653,Mon Cala,Calamari,Outer Rim Territories,U-6,U,6
sw-03654,Mon Gazza,Lambda,Mid Rim,Q-16,Q,16
sw-03655,Mon Torri,Msst,Mid Rim,P-7,P,7
sw-03656,Monadin,Kuat,Core Worlds,M-10,M,10
sw-03657,Monastery,Haserian,Mid Rim,Q-14,Q,14
sw-03658,Mondress,Mondress,Expansion Region,J-7,J,7
sw-03659,Monhudle,Cassander (Tadrin),Outer Rim Territories,K-5,K,5
sw-03660,Monic,Trianii Space*,Wild Space,R-3,R,3
sw-03661,Monor,Doldur,Mid Rim,P-15,P,15
sw-03662,Monsua Nebula,Zuma (Moddell),Outer Rim Territories,H-16,H,16
sw-03663,Monta,Daimar,Mid Rim,Q-16,Q,16
sw-03664,Montalsia,Corellian,Core Worlds,M-11,M,11
sw-03665,Montitia,Montitian Grant,Expansion Region,J-15,J,15
sw-03666,Montross,Truum,Mid Rim,P-8,P,8
sw-03667,Moobia,Kastolar,Mid Rim,R-10,R,10
sw-03668,Moog Mot,Tharin,Outer Rim Territories,S-8,S,8
sw-03669,Mooga,Perkell,Mid Rim,Q-7,Q,7
sw-03670,Moonflower Nebula,,Wild Space,U-16,U,16
sw-03671,Moonus Mandel,Bothan,Mid Rim,R-14,R,14
sw-03672,Moorja,,Inner Rim,L-15,L,15
sw-03673,Moorjhone,Jospro,Outer Rim Territories,R-7,R,7
sw-03674,Mooshie Cluster,Videnda,Outer Rim Territories,L-18,L,18
sw-03675,Moraband,Esstran (Sith Worlds),Outer Rim Territories,R-5,R,5
sw-03676,Morado,Hune,Mid Rim,Q-11,Q,11
sw-03677,Moraga,Oricho,Outer Rim Territories,M-5,M,5
sw-03678,Morak,,Wild Space,H-18,H,18
sw-03679,Moralan,,Hutt Space,T-10,T,10
sw-03680,Morath Nebula,Hatawa,Core Worlds,J-10,J,10
sw-03681,Moravia,Lambda,Mid Rim,Q-16,Q,16
sw-03682,Moraysi,Skine,Outer Rim Territories,P-18,P,18
sw-03683,Mordagon,Authala,Expansion Region,P-12,P,12
sw-03684,Mordal,Illisurevimurasi,Outer Rim Territories,Q-4,Q,4
sw-03685,Mordis,Lambda,Mid Rim,P-16,P,16
sw-03686,Morellia,Morellian CW*,Wild Space,S-3,S,3
sw-03687,Morgania,Yminis,Outer Rim Territories,S-14,S,14
sw-03688,Morishim,Albarrio,Outer Rim Territories,K-5,K,5
sw-03689,Morning's Bell,Farlax,Core Worlds,K-10,K,10
sw-03690,Moro,Rago,Mid Rim,I-7,I,7
sw-03691,Morogia,,Core Worlds,M-10,M,10
sw-03692,Morseer,Quelii,Outer Rim Territories,O-6,O,6
sw-03693,Morton,Majoor,Expansion Region,N-15,N,15
sw-03694,Morturia,Relgim,Outer Rim Territories,L-4,L,4
sw-03695,Morvogodine,Calaron,Outer Rim Territories,T-9,T,9
sw-03696,Moseum,Thesme,Outer Rim Territories,O-6,O,6
sw-03697,Moshaw,Seswenna,Outer Rim Territories,M-18,M,18
sw-03698,Moskk,Albarrio,Outer Rim Territories,K-5,K,5
sw-03699,Mossak,Thanium,Outer Rim Territories,R-6,R,6
sw-03700,Motexx,,Colonies,M-13,M,13
sw-03701,Movris,Noonian,Outer Rim Territories,M-6,M,6
sw-03702,Mowgle,Demophon,Core Worlds,M-10,M,10
sw-03703,Mrinzebon,Sombure,Mid Rim,K-16,K,16
sw-03704,Mrisst,Fakir,Colonies,K-9,K,9
sw-03705,Mrlsst,Tapani,Colonies,L-13,L,13
sw-03706,Msst,Msst,Mid Rim,P-7,P,7
sw-03707,Mugaar,Bruanii,Mid Rim,K-18,K,18
sw-03708,Mulatan,,Hutt Space,S-10,S,10
sw-03709,Muldore,,Core Worlds,J-9,J,9
sw-03710,Mulita,,Wild Space,H-19,H,19
sw-03711,Mullan,Keldrath,Outer Rim Territories,T-6,T,6
sw-03712,Mulvar,Obtrexta,Outer Rim Territories,K-3,K,3
sw-03713,Munlali Mafir,,Unknown Regions,G-5,G,5
sw-03714,Munt Ontdal,Fei Hu,Mid Rim,Q-13,Q,13
sw-03715,Munto Codru,Pakuuni,Outer Rim Territories,T-6,T,6
sw-03716,Muntro,Mayagil,Outer Rim Territories,N-18,N,18
sw-03717,Muntuur,Sloo,Mid Rim,P-14,P,14
sw-03718,Mupin,Rocantor,Expansion Region,L-15,L,15
sw-03719,Muqular,Montitian Grant,Expansion Region,J-15,J,15
sw-03720,Murakam,,Deep Core,M-11,M,11
sw-03721,Murgo,,Wild Space,I-7,I,7
sw-03722,Murk,Zuma (Moddell),Outer Rim Territories,H-16,H,16
sw-03723,Murkhana,Auril,Outer Rim Territories,S-6,S,6
sw-03724,Murninkam,Corva,Outer Rim Territories,O-3,O,3
sw-03725,Musca,Merthian,Expansion Region,N-14,N,14
sw-03726,Muskree,Colundra,Outer Rim Territories,S-5,S,5
sw-03727,Musson,Karthakk,Outer Rim Territories,Q-16,Q,16
sw-03728,Mussubir,Senex,Mid Rim,L-17,L,17
sw-03729,Mustafar,Atravis,Outer Rim Territories,L-19,L,19
sw-03730,Muunilinst,Obtrexta,Outer Rim Territories,K-4,K,4
sw-03731,Muuria,,Inner Rim,M-13,M,13
sw-03732,Muzara,Trestis,Expansion Region,K-8,K,8
sw-03733,Muzzli,Citlik,Expansion Region,O-15,O,15
sw-03734,Mycroft,Fakir,Colonies,K-9,K,9
sw-03735,Mydasos,Dalicron,Outer Rim Territories,K-19,K,19
sw-03736,Mygeeto,Albarrio,Outer Rim Territories,K-5,K,5
sw-03737,Mykapo,Ash Worlds,Outer Rim Territories,T-7,T,7
sw-03738,Mylok,Airam,Outer Rim Territories,L-20,L,20
sw-03739,Mynock 7 Station,Mayagil,Outer Rim Territories,M-18,M,18
sw-03740,Myomar,Deadalis,Expansion Region,J-7,J,7
sw-03741,Myrenia,,Core Worlds,L-9,L,9
sw-03742,Myrkr,,Inner Rim,N-7,N,7
sw-03743,Mytar,Dufilvian,Mid Rim,Q-15,Q,15
sw-03744,Mytaranor,Mytaranor,Mid Rim,P-10,P,10
sw-03745,Mytus,,Wild Space,S-3,S,3
sw-03746,MZX32905,Kanz,Outer Rim Territories,N-4,N,4
sw-03747,N'dian,Spadja,Outer Rim Territories,R-6,R,6
sw-03748,N'ildwab,Tynquay,Outer Rim Territories,Q-4,Q,4
sw-03749,N'zoth,Farlax,Core Worlds,K-10,K,10
sw-03750,Naalol,Spirva,Mid Rim,L-17,L,17
sw-03751,Naator,,Colonies,L-13,L,13
sw-03752,Naboo,Chommell,Mid Rim,O-17,O,17
sw-03753,Nacon,,Deep Core,L-10,L,10
sw-03754,Nacronis,Hollan,Mid Rim,M-7,M,7
sw-03755,Nadaav,,Inner Rim,M-8,M,8
sw-03756,Nadhe,Rolion,Outer Rim Territories,Q-6,Q,6
sw-03757,Nadiem,Baxel,Outer Rim Territories,U-11,U,11
sw-03758,Nadiri,Bormea,Core Worlds,L-9,L,9
sw-03759,Nag Ubdur,Demetras,Outer Rim Territories,P-7,P,7
sw-03760,Nagoa,,Wild Space,O-3,O,3
sw-03761,Nahsu Minor,Ktilac Regions,Inner Rim,N-9,N,9
sw-03762,Najan-Rovi,Brema,Outer Rim Territories,M-17,M,17
sw-03763,Najarka,Rayter,Outer Rim Territories,J-19,J,19
sw-03764,Najiba,Arkanis,Outer Rim Territories,R-17,R,17
sw-03765,Nak Shimor,,Colonies,M-9,M,9
sw-03766,Nakadia,Tregillis,Expansion Region,M-15,M,15
sw-03767,Nakrikal Singularity,Grumani,Outer Rim Territories,N-17,N,17
sw-03768,Nal Hutta,,Hutt Space,S-12,S,12
sw-03769,Nal Kapok,Taldot,Mid Rim,Q-9,Q,9
sw-03770,Naldar,Phelleem,Outer Rim Territories,S-7,S,7
sw-03771,Nalrith,Rseik,Outer Rim Territories,N-20,N,20
sw-03772,Nalyd,Tharin,Outer Rim Territories,S-7,S,7
sw-03773,Nam Chorios,Meridian,Outer Rim Territories,R-6,R,6
sw-03774,Nam Priax,Nilgaard,Outer Rim Territories,S-5,S,5
sw-03775,Nam'ta,Atrivis,Outer Rim Territories,L-5,L,5
sw-03776,Namadii,Churnis,Mid Rim,I-6,I,6
sw-03777,Nameel,Mytaranor,Mid Rim,Q-10,Q,10
sw-03778,Namore,,Colonies,L-13,L,13
sw-03779,Namzor,Esuain,Mid Rim,P-7,P,7
sw-03780,Nanta-Ri,Farlax,Core Worlds,K-10,K,10
sw-03781,Nantama,Senex,Mid Rim,L-17,L,17
sw-03782,Nanth'ri,Kurost,Mid Rim,Q-12,Q,12
sw-03783,Nantoon,,Colonies,M-13,M,13
sw-03784,Nantuker,Hapes Cluster,Inner Rim,O-9,O,9
sw-03785,Naos,,Wild Space,S-18,S,18
sw-03786,Naplousea,Tynquay,Outer Rim Territories,R-4,R,4
sw-03787,Naporar,Chiss Space*,Unknown Regions,F-8,F,8
sw-03788,Naps Fral Cluster,Ferra,Outer Rim Territories,S-16,S,16
sw-03789,Nar Bo Sholla,,Hutt Space,R-10,R,10
sw-03790,Nar Chunna,,Hutt Space,S-10,S,10
sw-03791,Nar Haaska,,Hutt Space,T-11,T,11
sw-03792,Nar Kaaga,,Hutt Space,S-13,S,13
sw-03793,Nar Kanji,Suolriep,Outer Rim Territories,S-9,S,9
sw-03794,Nar Kreeta,,Hutt Space,S-10,S,10
sw-03795,Nara,,Colonies,L-9,L,9
sw-03796,Naraka,Phelleem,Outer Rim Territories,S-7,S,7
sw-03797,Naran-Shiv,Tacuni,Expansion Region,O-15,O,15
sw-03798,Naratar,Wornal,Mid Rim,K-16,K,16
sw-03799,Narg,Rayter,Outer Rim Territories,J-19,J,19
sw-03800,Narigus,Belsmuth,Outer Rim Territories,O-6,O,6
sw-03801,Narkina,Abrion,Outer Rim Territories,S-15,S,15
sw-03802,Narq,,Colonies,N-11,N,11
sw-03803,Narragader,Kibilini,Outer Rim Territories,Q-17,Q,17
sw-03804,Narrant,Narrant,Mid Rim,J-17,J,17
sw-03805,Nars,Senex,Mid Rim,L-17,L,17
sw-03806,Narth,Mayagil,Outer Rim Territories,N-18,N,18
sw-03807,Narvath,Narvath,Expansion Region,O-14,O,14
sw-03808,Natalon,Piryn Shar,Expansion Region,K-16,K,16
sw-03809,Nath Goordi,Tennuutta,Mid Rim,Q-7,Q,7
sw-03810,Nathas,Questal,Core Worlds,J-12,J,12
sw-03811,Nathema,Chorlian,Outer Rim Territories,S-4,S,4
sw-03812,Natinati,,Wild Space,S-4,S,4
sw-03813,Nativum,Halla,Mid Rim,R-9,R,9
sw-03814,Nauton,Taldot,Mid Rim,Q-9,Q,9
sw-03815,Nazzri,Lantillian,Mid Rim,P-9,P,9
sw-03816,NCW-781,,Wild Space,H-18,H,18
sw-03817,Nea Dajanam,Sern,Colonies,L-13,L,13
sw-03818,Near Indosa,Gordian Reach,Outer Rim Territories,P-6,P,6
sw-03819,Near Pando,,Hutt Space,S-14,S,14
sw-03820,Neary,Calaron,Outer Rim Territories,T-9,T,9
sw-03821,Nebula Forso,Meram,Outer Rim Territories,P-4,P,4
sw-03822,Necr'ygor,Chommell,Mid Rim,O-16,O,16
sw-03823,Necropolis,Zuma (Sugai),Outer Rim Territories,H-16,H,16
sw-03824,Nedij,Samix,Outer Rim Territories,Q-19,Q,19
sw-03825,Needan,,Wild Space,I-20,I,20
sw-03826,Neelabi,Kibilini,Outer Rim Territories,Q-17,Q,17
sw-03827,Neelanon,Senex,Mid Rim,L-17,L,17
sw-03828,Neelgaimon,Xappyh,Outer Rim Territories,Q-3,Q,3
sw-03829,Nefitifi,Wazta,Outer Rim Territories,J-18,J,18
sw-03830,Nefri,Ciutric,Outer Rim Territories,N-5,N,5
sw-03831,Neijaia,Majoor,Expansion Region,N-15,N,15
sw-03832,Neimoidia,Quellor,Colonies,M-10,M,10
sw-03833,Neka,Raioballo,Outer Rim Territories,L-4,L,4
sw-03834,Nela-Ray,Kalamith,Outer Rim Territories,P-5,P,5
sw-03835,Nelfrus,Elrood,Outer Rim Territories,M-20,M,20
sw-03836,Nelgenam,Tashtor,Mid Rim,I-16,I,16
sw-03837,Nella,Tapani,Colonies,L-13,L,13
sw-03838,Nellac Kram,Bon'nyuw-Luq,Outer Rim Territories,N-18,N,18
sw-03839,Nelvaan,Savareen,Outer Rim Territories,Q-16,Q,16
sw-03840,Nelvana Gas Cluster,Iskin,Mid Rim,O-16,O,16
sw-03841,Nentan,Glythe,Mid Rim,K-7,K,7
sw-03842,Neoli,,Wild Space,O-20,O,20
sw-03843,Neona,Tapani,Colonies,L-13,L,13
sw-03844,Nepotis,Calaron,Outer Rim Territories,T-9,T,9
